pct,quantity_per_item,items
04E,23,9
04E,168,56
04E,25,10
04E,1,31
04E,48,13
04E,3,35
04E,6,19
04E,80,4
04E,98,3
04E,17,9
04H,96,19
04H,32,23
04H,12,150
04H,30,99
04H,168,153
04H,6,16
04H,20,167
04H,1,391
04H,10,33
04H,252,3
04H,2,17
04H,57,9
04H,140,14
04H,15,10
04K,28,478827
04K,56,218077
04K,14,4483
04K,26,11
04K,60,598
04K,90,157
04K,168,823
04K,3,59
04K,40,125
04K,8,100
04K,16,189
04K,31,44
04K,2,45
04K,130,7
04K,21,371
04K,49,11
04K,44,19
04K,75,4
04K,96,22
04K,15,73
04K,196,2
04K,88,5
04K,17,9
04K,57,10
04L,28,225094
04L,84,5526
04L,112,1954
04L,168,735
04L,7,12611
04L,42,254
04L,30,316
04L,8,72
04L,70,20
04L,4,23
04L,2,12
04L,57,8
04L,6,23
04L,252,14
04L,11,4
04L,140,15
04L,196,11
04L,9,11
04L,45,14
04M,112,1661
04M,7,14632
04M,14,1292
04M,35,22
04M,23,4
04M,22,6
04M,52,3
04M,10,20
04M,12,49
04M,252,24
04M,120,30
04M,60,158
04M,24,27
04M,37,2
04M,30,52
04M,8,33
04M,20,24
04N,28,282012
04N,14,2039
04N,84,2698
04N,11,7
04N,42,286
04N,16,37
04N,92,6
04N,20,112
04N,1,309
04N,15,10
04N,70,13
04N,168,242
04N,30,92
04N,21,31
15M,50,81
15M,18,68
15M,4,1369
15M,8,576
15M,13,62
15M,52,39
15M,37,34
15M,34,33
15M,20,602
15M,25,48
15M,48,92
15M,128,22
15M,96,22
15M,35,266
15M,120,58
15M,15,128
15M,200,112
15M,39,24
15M,5,245
15M,126,42
15M,57,10
15M,58,51
15M,94,3
15M,66,11
15M,148,6
15M,240,6
15M,29,51
15M,218,3
15M,130,8
15M,63,16
15M,98,6
06H,168,1131
06H,60,605
06H,4,1645
06H,252,45
06H,280,3
06H,20,884
06H,8,914
06H,32,94
06H,1,1273
06H,364,7
06H,36,234
06H,224,72
06H,13,55
06H,30,1238
06H,6,140
06H,9,112
06H,150,15
06H,24,191
06H,33,15
06H,53,5
06H,25,43
06H,38,43
06H,29,55
06H,126,35
06H,336,16
06H,63,18
06H,11,60
06H,64,21
06H,196,21
06H,500,3
06H,57,3
06H,198,4
06H,75,14
06H,148,6
06L,28,953898
06L,7,76541
06L,42,1012
06L,20,359
06L,36,81
06L,5,47
06L,18,52
06L,26,36
06L,63,3
06L,17,18
06L,224,40
06L,12,309
06L,9,24
06L,19,15
06L,24,122
06L,216,4
06L,120,7
06L,50,14
06L,200,38
06L,88,5
06M,28,363624
06M,17,47
06M,19,25
06M,38,28
06M,49,76
06M,3,432
06M,6,28
06M,34,20
06M,48,37
06M,8,92
06M,224,81
06M,58,15
06M,33,22
06M,5,80
06M,53,15
06M,37,20
06M,140,6
06M,98,22
06M,66,5
06M,23,30
06V,7,59368
06V,28,598486
06V,56,13339
06V,46,13
06V,112,172
06V,55,1
06V,140,35
06V,6,15
06V,10,50
06V,32,6
06W,1,2673
06W,7,58681
06W,56,193171
06W,112,2768
06W,44,4
06W,77,1
06W,224,35
06W,57,8
06W,200,52
06W,90,44
06W,6,79
06W,43,5
06W,336,1
06W,53,4
06W,9,19
06W,11,41
06W,45,15
06W,35,22
06W,17,59
06Y,28,643037
06Y,56,50899
06Y,30,357
06Y,12,114
06Y,36,83
06Y,24,70
06Y,2,235
06Y,70,103
06Y,9,15
06Y,336,3
06Y,3,330
06Y,40,79
06Y,68,12
06Y,5,46
06Y,23,5
06Y,19,4
06Y,100,9
07J,28,628123
07J,7,45911
07J,6,57
07J,84,2382
07J,200,13
07J,30,323
07J,1,1024
07J,17,8
07J,72,9
07J,35,39
07J,48,21
07J,64,2
07J,36,26
07J,11,84
07K,28,811641
07K,5,106
07K,6,30
07K,8,347
07K,12,371
07K,36,110
07K,40,95
07K,44,20
07K,92,11
07K,84,3327
07K,13,14
07K,126,4
07K,336,9
07K,90,1
07K,45,25
07K,140,20
07K,26,11
07K,270,2
07K,180,2
07K,17,20
06Q,28,1067238
06Q,112,2931
06Q,7,107507
06Q,42,1059
06Q,8,361
06Q,10,175
06Q,100,249
06Q,168,695
06Q,12,493
06Q,22,19
06Q,3,362
06Q,18,26
06Q,40,138
06Q,336,6
06Q,224,14
06Q,90,70
06Q,11,140
06Q,35,39
06Q,98,14
06Q,44,13
06T,56,50066
06T,20,710
06T,24,77
06T,100,184
06T,1,2672
06T,21,512
06T,19,17
06T,16,540
06T,196,18
06T,2,509
06T,210,9
06T,98,15
06T,126,11
06T,140,34
06T,120,12
06T,58,4
06T,68,17
07G,14,4426
07G,112,593
07G,60,103
07G,4,168
07G,42,235
07G,100,73
07G,90,42
07G,70,28
07G,5,19
07G,38,8
07G,40,14
07G,2,12
07G,3,24
07H,28,710913
07H,14,7381
07H,7,82055
07H,9,39
07H,12,387
07H,16,318
07H,112,1732
07H,1,806
07H,38,30
07H,168,337
07H,90,118
07H,224,32
07H,72,19
07H,11,12
07H,280,5
07H,50,23
07H,150,14
99E,112,3317
99E,168,919
99E,60,631
99E,80,16
99E,4,134
99E,140,35
99E,40,47
99E,88,18
99E,12,56
99E,35,17
99E,18,14
99E,8,77
99E,287,2
99E,10,65
99E,11,8
99F,46,6
99F,8,71
99F,54,7
99F,180,30
99F,19,7
99F,40,54
99F,90,491
99F,120,23
99F,5,17
99F,43,9
99F,18,9
99F,10,30
99F,35,20
99F,27,7
99F,58,33
99F,200,11
99F,23,9
99F,2,40
99F,52,8
99F,88,6
99F,24,85
99F,105,11
99F,38,7
99F,70,33
99F,128,8
99G,28,162380
99G,112,2151
99G,90,220
99G,60,573
99G,30,608
99G,150,8
99G,49,3
99G,20,69
99G,42,240
99G,1,135
99G,22,3
99G,4,79
99G,18,16
99G,104,21
99G,6,19
99G,34,1
99G,9,5
99G,12,31
99G,15,12
99G,252,20
99G,29,3
99G,58,17
99G,48,22
99G,96,52
99G,17,16
99G,33,5
03V,7,1659
03V,21,14
03V,17,1
03V,112,43
03V,10,33
03V,100,65
03V,8,34
03V,23,7
03V,45,15
03V,140,8
04F,7,80470
04F,84,26644
04F,112,4630
04F,168,1063
04F,100,733
04F,72,35
04F,40,64
04F,24,33
04F,336,19
04F,200,54
04F,26,26
04F,54,18
04F,41,3
04F,15,14
04F,36,8
04F,5,21
04F,398,1
04F,180,22
04F,55,4
04G,28,2297582
04G,7,127833
04G,30,1079
04G,1,3797
04G,70,154
04G,35,79
04G,20,529
04G,48,89
04G,10,290
04G,24,54
04G,196,24
04G,40,143
04G,29,46
04G,80,18
04G,4,575
04G,9,36
04G,168,95
04G,31,9
04G,45,36
04G,33,9
04G,22,10
04G,96,9
06F,7,66416
06F,56,276980
06F,14,8849
06F,30,599
06F,84,24584
06F,20,340
06F,40,64
06F,90,81
06F,12,400
06F,16,387
06F,57,4
06F,2,128
06F,10,117
06F,72,24
06F,108,14
06F,3,154
06F,1,428
06F,58,19
06F,38,11
06F,80,1
06F,70,23
06F,252,61
06F,54,8
06F,32,49
06F,26,17
06F,64,12
06F,86,2
06K,28,1273668
06K,4,2241
06K,20,431
06K,42,1047
06K,9,116
06K,64,17
06K,5,399
06K,29,59
06K,11,182
06K,58,15
06K,85,4
06K,27,9
06K,336,8
06K,49,10
06K,150,20
06K,19,17
06K,15,46
06K,128,11
06K,17,30
06N,14,17278
06N,21,1674
06N,84,71862
06N,30,347
06N,11,232
06N,42,642
06N,90,606
06N,12,279
06N,16,521
06N,82,5
06N,252,164
06N,49,20
06N,140,69
06N,200,157
06N,47,1
06N,126,28
06N,5,583
06N,24,231
06N,108,6
06N,72,102
06N,88,12
06N,96,21
06N,184,22
06N,64,66
06N,32,178
06N,36,42
06N,22,11
06N,160,4
06N,280,17
06N,128,8
06N,68,37
06N,52,24
06N,135,6
06N,26,6
06P,7,17153
06P,28,162892
06P,30,390
06P,84,18160
06P,57,16
06P,90,318
06P,168,601
06P,100,381
06P,35,13
06P,126,12
06P,58,12
06P,49,6
06P,8,21
06P,65,9
06P,45,11
06P,10,61
06P,33,5
06P,224,33
06P,63,2
06P,200,28
06P,29,14
03T,28,864202
03T,56,97702
03T,14,10039
03T,21,904
03T,13,8
03T,120,37
03T,272,4
03T,23,12
03T,10,134
03T,9,141
03T,12,212
03T,16,129
03T,20,221
03T,1,725
03T,5,51
03T,22,9
03T,53,6
03T,83,16
03T,96,4
03T,25,15
03T,31,50
03W,56,254236
03W,84,5889
03W,4,660
03W,13,18
03W,112,2937
03W,16,162
03W,2,101
03W,100,380
03W,40,43
03W,150,20
03W,1,1349
03W,90,19
03W,45,10
03W,11,28
03W,840,18
03W,224,32
03W,29,19
03W,36,32
03W,70,9
03W,58,34
03W,120,24
04C,42,555
04C,32,23
04C,21,220
04C,12,74
04C,20,77
04C,24,30
04C,48,12
04C,31,15
04C,18,9
04C,9,9
04C,35,38
04C,133,1
04D,14,6202
04D,28,615413
04D,112,1338
04D,60,701
04D,90,75
04D,58,22
04D,29,23
04D,57,4
04D,5,11
04D,40,24
04D,48,12
04D,150,13
04D,12,74
04D,68,13
04D,224,40
04D,120,14
04D,256,5
04Q,8,96
04Q,20,41
04Q,70,16
04Q,29,6
04Q,12,29
04Q,2,32
04Q,3,23
04Q,25,13
04Q,35,23
04Q,15,21
04Q,40,12
04Q,4,150
04Q,252,17
04V,56,194258
04V,90,152
04V,9,18
04V,8,195
04V,45,35
04V,49,5
04V,2,29
04V,48,41
04V,64,8
04V,80,5
04V,75,25
04V,5,40
04V,200,17
04V,38,18
04V,140,19
99D,1,1197
99D,3,306
99D,21,275
99D,20,35
99D,70,22
99D,19,3
99D,10,33
99D,8,37
99D,9,7
99D,164,13
99D,32,12
04Y,56,130445
04Y,7,22869
04Y,42,164
04Y,14,1572
04Y,84,15107
04Y,10,18
04Y,180,21
04Y,35,27
04Y,224,46
04Y,44,25
04Y,336,2
05D,56,79152
05D,100,127
05D,120,26
05D,168,275
05D,252,11
05D,180,6
05D,58,2
05D,12,44
05D,35,19
05G,84,13452
05G,7,14591
05G,5,25
05G,168,617
05G,21,223
05G,13,14
05G,200,29
05G,180,12
05G,38,4
05N,56,239195
05N,49,193
05N,14,5310
05N,35,201
05N,47,43
05N,23,70
05N,100,982
05N,78,1
05N,43,50
05N,44,61
05N,25,83
05N,17,66
05N,26,51
05N,30,248
05N,41,35
05N,61,14
05N,9,46
05N,4,605
05N,224,56
05N,126,15
05N,240,5
05N,200,93
05N,110,2
05N,37,22
05N,11,59
05N,18,92
05N,98,9
05N,96,3
05N,3,145
05Q,56,232996
05Q,84,15299
05Q,60,699
05Q,80,6
05Q,3,210
05Q,38,13
05Q,20,76
05Q,19,6
05Q,21,588
05Q,336,6
05Q,23,6
05Q,6,12
05Q,50,21
05Q,72,14
05Q,150,20
05Q,5,20
05V,7,21691
05V,14,2002
05V,112,1681
05V,60,176
05V,120,8
05V,48,13
05V,140,37
05V,90,74
05V,35,46
05V,8,51
05V,40,24
05V,16,33
05V,32,6
05V,11,57
05V,36,14
05V,44,13
05W,84,26469
05W,60,423
05W,35,49
05W,7,39580
05W,90,360
05W,200,29
05W,252,57
05W,180,16
05W,8,52
05W,12,87
05W,16,63
05W,150,19
05W,58,13
05W,9,14
05W,18,11
05W,20,43
05W,13,10
05W,44,7
05W,25,14
05W,29,15
05X,14,2703
05X,168,746
05X,60,353
05X,5,23
05X,36,7
05X,2,110
05X,21,185
05X,20,25
05X,23,5
05X,140,26
05X,40,22
05X,70,31
05X,32,15
05X,34,2
05X,1,363
07L,168,306
07L,2,104
07L,10,91
07L,5,154
07L,8,31
07L,100,429
07L,120,56
07L,42,83
07L,252,27
07L,6,10
07L,49,3
07L,58,15
07L,64,9
07M,7,192800
07M,28,159649
07M,84,40884
07M,14,7253
07M,9,168
07M,90,787
07M,15,18
07M,4,1512
07M,64,22
07M,80,77
07M,2,362
07M,35,23
07M,63,10
07M,360,1
07M,5,476
07M,36,68
07M,200,187
07M,18,47
07M,180,82
07M,96,37
07M,196,19
07M,44,10
07M,125,8
07M,39,11
07M,11,129
07M,86,9
07M,75,4
07M,186,8
07M,128,12
07M,38,5
07R,56,131499
07R,14,4342
07R,42,933
07R,36,93
07R,64,40
07R,240,2
07R,100,380
07R,40,155
07R,19,3
07R,66,2
07R,49,10
07R,120,52
07R,50,15
07R,75,9
07R,5,346
07R,10,28
07R,504,3
07R,76,18
07R,156,3
07R,336,17
07R,52,4
07T,60,366
07T,42,497
07T,7,75816
07T,36,46
07T,100,538
07T,30,50
07T,120,56
07T,126,58
07T,46,2
07T,44,17
07T,50,26
07T,4,614
07T,52,13
07T,180,26
07T,24,71
07T,45,21
07T,5,66
07T,12,36
07T,3,124
07T,98,9
07T,40,73
07T,210,9
07T,150,9
07T,224,25
07T,270,7
07X,14,5683
07X,84,18543
07X,112,2856
07X,15,12
07X,16,121
07X,2,262
07X,20,227
07X,42,372
07X,50,45
07X,3,116
07X,12,72
07X,32,26
07X,45,22
07X,64,1
07X,100,969
07X,48,39
07X,567,1
07X,8,193
07X,6,61
07X,36,96
07X,46,38
07X,98,22
07X,116,7
08D,14,8880
08D,168,1009
08D,100,1193
08D,44,9
08D,21,583
08D,36,7
08D,4,975
08D,300,12
08D,24,33
08D,50,23
08D,68,1
08D,176,7
08D,270,8
08F,60,345
08F,42,723
08F,168,1213
08F,14,12250
08F,7,130788
08F,1,367
08F,200,49
08F,175,1
08F,21,589
08F,120,24
08F,3,118
08F,4,782
08F,80,25
08F,86,19
08F,62,6
08F,64,7
08F,40,40
08F,34,3
08F,9,74
08F,270,7
08F,72,6
08F,66,5
08F,2,67
08F,420,4
08H,7,40613
08H,84,68584
08H,196,16
08H,4,293
08H,45,13
08H,24,146
08H,67,2
08H,140,40
08H,132,12
08H,144,10
08H,180,39
08H,128,3
08H,35,17
08H,15,7
08M,7,364129
08M,42,499
08M,3,599
08M,11,133
08M,20,285
08M,30,324
08M,60,288
08M,105,3
08M,224,16
08M,200,11
08M,10,81
08M,50,33
08M,120,18
08M,270,5
08M,17,5
08M,140,7
08M,280,6
08M,9,14
08M,35,30
08N,56,342403
08N,200,101
08N,14,3681
08N,32,89
08N,40,87
08N,126,16
08N,5,255
08N,224,54
08N,252,35
08N,24,69
08N,36,14
08N,8,39
08N,54,14
08N,64,17
08N,336,8
08N,45,13
08V,6,62
08V,3,1243
08V,8,146
08V,21,1002
08V,184,1
08V,252,81
08V,34,2
08V,12,59
08V,30,31
08V,74,1
08V,200,23
08V,48,41
08V,80,36
08W,14,4006
08W,35,33
08W,7,116264
08W,21,145
08W,55,9
08W,168,952
08W,24,26
08W,32,57
08W,66,3
08W,90,189
08W,11,112
08W,36,21
08W,126,38
08W,49,9
08W,10,36
08W,3,61
08W,88,7
08W,33,6
08W,116,4
07P,28,144244
07P,84,51941
07P,112,8431
07P,168,1109
07P,7,249253
07P,36,26
07P,252,49
07P,21,462
07P,120,44
07P,40,155
07P,20,68
07P,5,95
07P,70,16
07P,336,18
07P,300,6
07P,96,10
07W,84,118340
07W,50,48
07W,36,68
07W,200,42
07W,20,46
07W,11,456
07W,24,164
07W,32,61
07W,210,12
07W,336,9
07W,224,34
07W,169,2
07W,58,52
07W,17,42
07W,10,275
07W,63,10
07W,45,14
07W,49,21
07W,108,16
07W,144,7
07W,184,6
07W,65,3
07W,80,5
07W,41,3
07Y,112,3891
07Y,24,123
07Y,80,25
07Y,300,7
07Y,90,191
07Y,94,6
07Y,100,200
07Y,48,35
07Y,20,152
07Y,104,5
07Y,10,44
07Y,98,3
07Y,336,11
07Y,12,88
07Y,1,13
07Y,9,3
07Y,55,1
07Y,36,50
07Y,200,26
08C,14,5939
08C,168,874
08C,77,2
08C,112,1580
08C,21,509
08C,4,887
08C,3,374
08C,2,200
08C,1,312
08C,50,9
08C,16,86
08C,175,1
08C,83,8
08E,28,249351
08E,60,347
08E,16,253
08E,4,538
08E,20,99
08E,252,44
08E,90,107
08E,88,13
08E,104,10
08E,11,34
08G,7,192955
08G,56,271037
08G,84,23361
08G,14,5252
08G,30,171
08G,90,169
08G,35,41
08G,60,544
08G,4,707
08G,8,125
08G,64,14
08G,224,36
08G,79,5
08G,1,127
08G,72,34
08G,10,34
08G,48,42
08G,67,1
08G,94,4
08G,44,18
08G,31,33
08Y,7,111486
08Y,84,61600
08Y,112,2961
08Y,168,1370
08Y,200,90
08Y,83,12
08Y,32,19
08Y,3,116
08Y,5,176
08Y,2,435
08Y,13,55
08Y,108,7
08Y,126,77
08Y,144,12
08Y,180,76
08Y,162,7
08Y,128,2
09A,28,66747
09A,2,377
09A,4,765
09A,20,21
09A,40,27
09A,42,305
09A,100,471
09A,63,10
09A,60,390
09A,200,60
09A,224,27
09A,126,33
09A,15,15
09A,432,2
09A,150,6
09A,92,11
09A,85,7
09A,11,112
09A,8,113
09A,64,9
09A,128,4
07N,56,290041
07N,84,25431
07N,10,74
07N,5,159
07N,6,72
07N,20,69
07N,48,63
07N,92,14
07N,196,12
07N,60,673
07N,90,215
07N,252,75
07N,336,5
07N,2,127
07N,180,21
07N,19,50
07N,55,5
07N,128,10
07Q,56,422953
07Q,112,16261
07Q,84,28553
07Q,14,3768
07Q,42,277
07Q,60,654
07Q,8,90
07Q,32,83
07Q,336,18
07Q,96,9
07Q,15,9
07Q,12,28
07Q,16,100
07Q,45,12
07Q,36,22
07Q,224,37
07Q,76,2
07Q,150,10
07Q,72,5
07Q,50,20
07Q,280,10
07Q,196,8
07Q,11,56
07Q,6,14
07V,28,111289
07V,14,5843
07V,24,86
07V,35,33
07V,72,9
07V,168,916
07V,224,74
07V,120,29
07V,2,226
07V,300,12
07V,8,110
07V,40,62
07V,98,6
07V,18,8
07V,20,42
07V,280,6
07V,6,18
07V,25,11
07V,180,29
07V,80,6
08A,14,5596
08A,42,247
08A,4,487
08A,25,14
08A,96,6
08A,49,6
08A,90,219
08A,35,11
08A,126,16
08A,50,36
08A,16,58
08A,2,41
08A,448,2
08A,52,2
08A,33,11
08A,54,6
08A,140,13
08J,112,2978
08J,70,20
08J,168,482
08J,37,2
08J,60,579
08J,16,24
08J,40,13
08J,90,75
08J,72,10
08J,300,4
08J,18,8
08J,24,24
08J,32,27
08J,30,28
08K,28,81271
08K,112,5352
08K,128,3
08K,16,72
08K,52,6
08K,4,1161
08K,18,63
08K,150,9
08K,100,818
08K,2,339
08K,50,9
08K,70,20
08K,67,6
08K,17,63
08K,186,7
08K,48,19
08K,72,15
08K,40,27
08K,140,35
08K,10,74
08K,300,14
08K,49,5
08L,56,233774
08L,7,21854
08L,14,1948
08L,42,348
08L,60,811
08L,100,787
08L,32,63
08L,224,70
08L,252,89
08L,140,39
08L,184,5
08L,35,9
08L,30,73
08L,29,1
08L,10,32
08L,20,41
08L,49,3
08L,40,57
08L,64,16
08L,11,6
08L,4,118
08L,1,14
08L,48,2
08L,15,6
08L,116,2
08L,6,10
08L,300,4
08L,2,15
08P,28,158338
08P,56,152325
08P,112,2226
08P,21,463
08P,60,297
08P,20,154
08P,12,58
08P,16,170
08P,168,474
08P,90,167
08P,58,10
08P,44,13
08P,140,18
08Q,14,9286
08Q,42,250
08Q,112,3914
08Q,168,1308
08Q,18,30
08Q,45,7
08Q,46,4
08Q,11,97
08Q,32,26
08Q,12,69
08Q,180,51
08Q,4,873
08Q,70,24
08Q,3,223
08Q,2,49
08Q,10,45
08Q,64,15
08Q,200,30
08Q,400,4
08Q,164,5
08Q,5,63
08Q,50,22
08Q,63,7
08R,168,609
08R,60,997
08R,10,35
08R,86,9
08R,210,6
08R,80,9
08R,6,42
08R,224,19
08R,3,340
08R,72,21
08R,5,143
08R,48,26
08T,56,171868
08T,14,4374
08T,35,7
08T,60,379
08T,11,7
08T,21,419
08T,42,121
08T,50,30
08T,32,7
08T,5,15
08T,180,12
08T,23,5
08T,224,17
08X,7,392432
08X,90,605
08X,112,3715
08X,60,707
08X,4,2485
08X,200,75
08X,42,258
08X,62,21
08X,120,81
08X,50,22
08X,300,20
08X,15,10
08X,172,2
08X,16,36
11E,7,171907
11E,112,4250
11E,12,71
11E,60,199
11E,140,24
11E,10,23
11E,4,320
11E,90,78
11E,38,6
11E,55,16
11E,180,20
11E,22,13
11E,40,28
11E,17,5
11E,336,21
11E,48,4
11E,178,3
11E,63,5
11M,56,505984
11M,84,28920
11M,112,11626
11M,21,1250
11M,20,82
11M,100,661
11M,70,24
11M,36,68
11M,280,24
11M,308,1
11M,38,20
11M,224,101
11M,10,72
11M,40,151
11M,32,67
11M,24,73
11M,5,173
11M,252,71
11M,13,20
11M,96,14
11M,111,3
11M,108,7
11M,126,15
11M,17,13
11M,27,16
11M,22,17
12D,112,2159
12D,21,732
12D,2,45
12D,60,403
12D,35,31
12D,20,56
12D,126,17
12D,45,5
12D,24,26
12D,1,46
12D,224,48
12D,200,31
12D,31,30
12D,10,97
12D,32,17
12D,150,14
99N,28,846511
99N,84,19242
99N,42,646
99N,4,694
99N,20,327
99N,24,161
99N,9,88
99N,12,132
99N,1,628
99N,63,28
99N,18,77
99N,21,764
99N,43,21
99N,40,117
99N,29,114
99N,52,30
99N,54,10
99N,58,59
99N,36,130
99N,72,17
99N,38,24
99N,2,81
99N,11,38
99N,126,16
99N,280,19
99N,132,6
99N,85,6
11X,28,1083061
11X,168,1550
11X,9,15
11X,48,39
11X,16,279
11X,100,705
11X,200,42
11X,60,642
11X,42,768
11X,35,84
11X,49,16
11X,280,28
11X,20,97
11X,58,11
11X,40,126
11X,21,475
11X,120,56
11X,66,13
11X,2,104
11X,36,61
11X,98,36
11X,90,128
11X,300,7
11X,63,18
11X,15,33
11X,31,23
11X,17,11
11X,34,7
15C,56,1039795
15C,84,63128
15C,3,1710
15C,21,2551
15C,30,226
15C,1,4320
15C,23,35
15C,180,98
15C,5,258
15C,20,128
15C,40,175
15C,51,22
15C,16,244
15C,44,53
15C,22,53
15C,25,60
15C,64,54
15C,70,91
15C,32,196
15C,46,17
15C,45,26
15C,165,5
15C,19,100
15C,54,5
15C,13,39
15C,53,6
11N,56,194280
11N,112,3458
11N,7,117475
11N,16,624
11N,60,439
11N,100,1888
11N,20,635
11N,38,11
11N,8,709
11N,41,4
11N,32,56
11N,4,809
11N,72,38
11N,200,95
11N,52,10
11N,210,6
11N,252,56
11N,24,131
11N,13,26
11N,126,12
11N,35,129
11N,25,19
11N,224,45
11N,300,11
11N,364,7
11N,51,3
11N,63,6
15N,7,448009
15N,44,29
15N,22,54
15N,3,1444
15N,4,2238
15N,72,124
15N,16,613
15N,224,148
15N,30,1298
15N,35,134
15N,26,51
15N,140,218
15N,10,317
15N,70,112
15N,48,161
15N,116,11
15N,252,97
15N,68,12
15N,82,4
15N,180,117
15N,11,234
15N,300,21
15N,150,35
15N,19,49
15N,27,23
09C,9,9
09C,2,35
09C,32,14
09C,300,15
09C,35,44
09C,13,5
09C,99,1
09C,52,5
09C,42,77
09C,8,70
09C,150,5
09C,44,2
09C,1,21
09C,40,16
09C,20,33
09E,56,183941
09E,84,8939
09E,36,39
09E,10,44
09E,22,9
09E,35,38
09E,120,36
09E,5,40
09E,2,41
09J,112,5916
09J,84,8338
09J,50,45
09J,29,2
09J,5,120
09J,25,8
09J,17,5
09J,2,21
09J,196,3
09J,64,5
09J,140,24
09J,11,9
09J,61,1
09J,300,6
09J,23,14
09J,6,9
09W,28,416654
09W,7,87688
09W,84,22123
09W,60,535
09W,100,872
09W,252,15
09W,120,42
09W,21,339
09W,42,241
09W,270,4
09W,64,24
09W,34,6
09W,44,16
09W,9,11
09W,3,76
09W,36,18
09W,1,23
10A,84,10265
10A,30,368
10A,60,1406
10A,168,875
10A,14,1320
10A,17,10
10A,20,161
10A,38,1
10A,16,218
10A,12,140
10A,25,7
10A,65,1
10A,40,95
10A,208,7
10A,70,10
10A,58,5
10A,39,3
10A,3,32
10A,32,68
10A,80,19
10A,31,8
10A,96,25
10A,4,21
10A,140,24
10A,48,39
10A,44,16
10A,1,30
10A,46,4
10D,28,136204
10D,56,126656
10D,252,6
10D,8,22
10D,40,34
10D,70,5
10D,30,100
10D,21,114
10D,45,10
10D,34,16
10D,50,7
10D,25,13
10E,28,280614
10E,7,8145
10E,84,10725
10E,168,469
10E,42,347
10E,80,16
10E,108,15
10E,26,27
10E,22,3
10E,72,17
10E,9,4
99J,7,176008
99J,28,951082
99J,84,27627
99J,42,1524
99J,20,589
99J,46,15
99J,200,121
99J,21,837
99J,168,964
99J,30,1574
99J,54,3
99J,11,164
99J,10,124
99J,50,49
99J,52,15
99J,38,13
99J,336,4
99J,180,36
99J,672,2
99J,564,1
99J,17,13
09D,84,75532
09D,252,138
09D,94,6
09D,168,2005
09D,90,967
09D,33,1
09D,32,32
09D,12,54
09D,49,11
09D,24,26
09D,6,14
09D,196,11
09D,19,9
09D,40,51
09D,48,40
09D,66,7
09D,58,11
09D,124,5
09D,91,741
09D,15,9
09D,46,20
09D,420,7
09F,30,439
09F,80,13
09F,168,1128
09F,252,40
09F,32,57
09F,1,444
09F,140,39
09F,180,13
09F,36,7
09F,300,14
09G,56,538658
09G,14,9985
09G,36,31
09G,168,2184
09G,120,35
09G,12,140
09G,49,32
09G,70,79
09G,156,3
09G,9,35
09G,200,127
09G,13,11
09G,15,31
09G,252,37
09G,29,29
09G,16,101
09G,8,57
09G,35,63
09G,33,7
09G,126,14
09G,10,90
09G,240,10
09G,58,13
09G,41,3
09G,152,6
09G,63,15
09G,53,5
09G,24,19
09G,48,9
09G,52,3
09H,84,21266
09H,30,209
09H,8,79
09H,42,113
09H,5,2
09H,15,16
09H,25,6
09H,40,12
09H,11,52
09H,60,155
09H,55,7
09H,232,6
09H,180,13
09H,58,9
09L,28,75316
09L,168,713
09L,240,4
09L,360,5
09L,15,17
09L,21,91
09L,126,20
09L,22,3
09L,210,7
09L,33,4
09L,184,7
09L,188,3
09L,87,3
09L,25,4
09L,144,8
09N,98,2
09N,156,1
09N,300,17
09N,14,2759
09N,88,12
09N,42,393
09N,252,62
09N,35,22
09N,4,286
09N,60,328
09N,36,24
09N,1,34
09N,336,11
09N,12,179
09N,126,24
09N,5,63
09N,21,137
09N,140,38
09N,224,33
09N,11,12
09N,17,15
09P,28,430588
09P,168,583
09P,1,156
09P,21,153
09P,60,191
09P,64,8
09P,72,28
09P,5,25
09P,35,27
09P,10,45
09P,105,7
09P,20,63
09X,7,11311
09X,28,153988
09X,56,257198
09X,84,42078
09X,14,1941
09X,20,18
09X,280,15
09X,70,16
09X,88,2
09X,42,278
09X,8,58
09X,90,154
09X,15,5
09X,4,201
09X,160,48
09X,36,21
09X,71,3
09X,72,20
09X,126,15
09X,25,8
09X,80,10
09X,184,6
09Y,28,150507
09Y,84,58408
09Y,112,5748
09Y,168,2062
09Y,1,565
09Y,24,131
09Y,32,118
09Y,3,112
09Y,392,7
09Y,30,95
09Y,88,5
09Y,128,12
09Y,13,3
09Y,36,14
09Y,96,9
10C,28,114271
10C,30,55
10C,44,2
10C,45,12
10C,42,132
10C,100,268
10C,156,14
10C,224,33
10C,70,7
10C,6,12
10C,10,8
10C,120,9
10C,64,4
10C,252,57
10C,300,12
10C,200,24
10C,21,14
10C,126,15
99H,7,57797
99H,56,315788
99H,100,1561
99H,12,48
99H,400,5
99H,86,5
99H,224,45
99H,128,9
99H,270,9
99H,184,1
99H,45,10
99H,47,10
99H,23,12
99H,11,9
99H,24,32
99H,40,26
99H,10,24
99K,28,224840
99K,84,7478
99K,14,1991
99K,30,141
99K,168,719
99K,2,43
99K,90,95
99K,180,24
99K,16,99
99K,200,30
99K,27,1
99K,22,16
99K,26,12
99K,98,12
99K,1,299
99K,13,13
99K,150,1
99K,17,16
99K,5,69
10Q,56,380655
10Q,84,96451
10Q,168,2618
10Q,90,512
10Q,60,633
10Q,52,7
10Q,72,48
