pct,quantity_per_item,items
06P,252,22
06P,180,17
06P,15,16
06P,5,23
03T,7,186770
03T,84,5434
03T,112,1673
03T,168,246
03T,4,1075
03T,70,65
03T,6,49
03T,52,6
03T,48,13
03T,90,41
03T,196,17
03T,57,9
03T,224,10
03T,45,17
03T,47,4
03T,92,11
03W,42,523
03W,8,50
03W,168,594
03W,60,256
03W,3,72
03W,27,9
03W,17,12
03W,180,13
03W,32,33
03W,140,31
03W,64,7
03W,39,3
03W,33,6
03W,35,27
03W,72,11
03W,164,6
03W,98,1
04C,14,6173
04C,28,837447
04C,7,68082
04C,112,2032
04C,16,79
04C,100,468
04C,168,407
04C,60,291
04C,120,25
04C,170,9
04C,4,266
04C,190,1
04C,19,3
04C,224,13
04C,70,18
04C,196,17
04C,45,12
04C,252,27
04C,256,2
04D,2,16
04D,84,6865
04D,70,11
04D,42,338
04D,3,199
04D,180,8
04D,4,525
04D,8,27
04D,16,63
04D,10,27
04D,36,9
04D,63,1
04D,252,21
04D,45,2
04Q,7,81232
04Q,56,23311
04Q,196,13
04Q,120,9
04Q,21,274
04Q,168,123
04Q,36,8
04Q,98,12
04Q,26,8
04Q,10,24
04Q,100,34
04V,30,638
04V,42,852
04V,3,226
04V,100,317
04V,12,138
04V,168,764
04V,16,125
04V,36,47
04V,40,41
04V,57,13
04V,58,18
04V,50,13
04V,55,13
04V,150,15
04V,15,74
04V,35,77
04V,18,17
04V,23,12
04V,420,3
04V,120,51
04V,17,9
04V,63,5
99D,7,147106
99D,252,58
99D,100,77
99D,35,31
99D,30,263
99D,4,695
99D,12,57
99D,140,29
99D,15,16
99D,40,15
99D,34,1
99D,11,62
04Y,112,2897
04Y,1,34
04Y,12,35
04Y,90,279
04Y,30,134
04Y,16,53
04Y,24,31
04Y,32,4
04Y,21,88
04Y,252,42
04Y,34,1
04Y,33,8
04Y,49,7
04Y,240,3
04Y,48,3
04Y,8,18
04Y,4,71
05D,28,304345
05D,30,373
05D,42,496
05D,84,4223
05D,4,46
05D,50,30
05D,60,310
05D,210,2
05D,150,8
05D,21,284
05D,29,11
05D,80,12
05D,10,46
05D,5,15
05D,16,29
05D,38,2
05D,72,4
05D,46,2
05D,140,12
05D,8,61
05D,32,25
05D,27,3
05D,70,1
05D,24,33
05D,17,6
05D,126,1
05G,30,466
05G,14,3385
05G,4,41
05G,12,53
05G,10,64
05G,112,3989
05G,90,138
05G,3,43
05G,120,21
05G,25,11
05G,50,18
05G,15,10
05G,20,57
05G,36,23
05G,45,4
05G,8,56
05N,28,544697
05N,51,55
05N,42,535
05N,40,109
05N,58,52
05N,120,46
05N,59,17
05N,10,87
05N,8,102
05N,20,132
05N,19,58
05N,32,74
05N,63,21
05N,252,60
05N,1,69
05N,2,52
05N,36,37
05Q,7,124892
05Q,42,384
05Q,168,732
05Q,30,309
05Q,90,413
05Q,4,544
05Q,40,50
05Q,100,517
05Q,180,22
05Q,252,31
05Q,12,98
05Q,18,9
05Q,11,65
05Q,1,228
05Q,300,12
05Q,54,2
05Q,13,2
05V,126,11
05V,5,13
05V,1,261
05V,24,6
05V,3,20
05V,72,7
05W,56,175606
05W,184,4
05W,14,7420
05W,42,413
05W,30,574
05W,1,309
05W,15,29
05W,360,6
05W,52,1
05W,116,1
05W,114,4
05W,4,164
05W,224,47
05W,24,14
05X,56,197247
05X,112,5517
05X,42,212
05X,3,106
05X,4,57
05X,52,7
05X,38,3
05X,26,7
05X,19,32
05X,120,35
05X,224,45
05X,96,12
05X,35,45
05X,15,6
05X,54,1
05X,62,1
05X,98,22
05X,280,8
07L,7,214601
07L,112,3363
07L,3,248
07L,4,521
07L,11,102
07L,90,300
07L,36,17
07L,180,17
07L,1,223
07L,52,18
07L,116,1
07L,38,14
07L,12,21
07L,70,8
07L,86,10
07L,224,35
07L,48,1
07M,56,371284
07M,112,5673
07M,8,348
07M,40,640
07M,16,674
07M,24,273
07M,120,107
07M,30,338
07M,3,489
07M,72,102
07M,12,135
07M,77,3
07M,49,11
07M,45,27
07M,224,66
07M,300,25
07M,13,9
07M,152,6
07M,336,30
07M,210,2
07R,7,33832
07R,84,58574
07R,112,2624
07R,21,80
07R,168,1248
07R,11,39
07R,60,453
07R,72,60
07R,24,208
07R,90,541
07R,126,119
07R,8,336
07R,12,186
07R,45,19
07R,48,82
07R,270,8
07R,80,23
07R,88,13
07R,2,428
07R,4,393
07R,200,14
07R,32,47
07R,150,13
07R,108,17
07R,184,8
07R,44,16
07R,180,24
07T,140,31
07T,90,391
07T,14,4238
07T,300,4
07T,10,45
07T,8,70
07T,16,87
07T,96,7
07T,70,9
07T,58,10
07T,11,83
07T,35,21
07T,23,1
07T,2,45
07T,64,20
07X,28,296420
07X,10,207
07X,21,1044
07X,224,19
07X,11,160
07X,140,16
07X,168,714
07X,25,58
07X,63,1
07X,252,27
08D,28,86938
08D,90,492
08D,60,650
08D,42,285
08D,9,279
08D,252,67
08D,16,97
08D,3,590
08D,11,176
08D,8,106
08D,20,67
08D,48,23
08D,184,7
08D,70,7
08D,78,9
08D,220,10
08D,180,54
08D,52,13
08D,150,3
08D,120,50
08D,12,25
08F,56,200913
08F,12,150
08F,140,37
08F,70,48
08F,6,33
08F,41,5
08F,20,98
08F,48,36
08F,36,45
08F,10,83
08F,11,34
08F,65,4
08F,294,5
08H,28,108134
08H,14,2561
08H,168,1850
08H,90,459
08H,60,261
08H,252,212
08H,224,66
08H,156,8
08H,6,77
08H,36,104
08H,48,19
08H,200,39
08H,12,130
08H,72,34
08H,1,30
08H,64,14
08H,32,57
08H,600,2
08H,10,20
08M,84,31746
08M,112,1987
08M,8,330
08M,21,333
08M,4,1168
08M,168,329
08M,25,12
08M,24,68
08M,16,163
08M,180,14
08N,7,208832
08N,28,74694
08N,30,206
08N,16,95
08N,100,1220
08N,180,38
08N,140,29
08N,3,400
08N,90,223
08N,184,7
08N,42,258
08N,85,8
08N,300,14
08N,63,4
08N,44,3
08N,9,68
08N,88,11
08N,152,6
08N,1,408
08V,7,505811
08V,90,291
08V,168,1587
08V,1,159
08V,10,250
08V,100,281
08V,11,235
08V,42,379
08V,120,34
08V,72,15
08V,116,4
08V,224,37
08V,50,15
08V,24,157
08V,82,3
08W,56,285863
08W,112,4388
08W,38,4
08W,84,22496
08W,140,40
08W,16,47
08W,4,404
08W,240,4
08W,8,49
08W,2,18
08W,50,16
08W,43,1
08W,120,45
08W,23,2
08W,12,15
08W,20,15
07P,90,347
07P,30,83
07P,14,13241
07P,224,66
07P,4,811
07P,114,4
07P,11,41
07P,12,56
07P,2,129
07P,49,13
07P,24,37
07P,45,12
07P,18,9
07P,126,24
07W,7,455504
07W,112,4872
07W,60,624
07W,168,1971
07W,4,2561
07W,30,286
07W,12,108
07W,21,1014
07W,2,171
07W,252,140
07W,6,75
07W,3,223
07W,16,93
07W,96,36
07W,35,43
07W,40,94
07W,48,62
07W,44,17
07W,180,44
07W,240,7
07W,70,48
07W,1,173
07W,85,22
07W,164,1
07W,57,24
07Y,7,250333
07Y,28,171126
07Y,56,198720
07Y,14,6625
07Y,168,1263
07Y,3,489
07Y,4,1043
07Y,42,430
07Y,60,427
07Y,21,671
07Y,140,38
07Y,6,153
07Y,180,32
07Y,72,38
07Y,15,25
07Y,50,12
07Y,57,12
07Y,52,4
07Y,144,4
08C,7,200303
08C,90,252
08C,10,118
08C,126,47
08C,24,68
08C,140,54
08C,100,277
08C,30,79
08C,180,17
08C,108,3
08C,41,2
08C,70,18
08C,11,148
08C,15,30
08C,40,45
08C,6,68
08C,224,28
08C,96,10
08C,20,16
08C,32,21
08C,35,36
08C,280,4
08C,57,11
08C,58,27
08E,7,122857
08E,56,274290
08E,84,16006
08E,14,5222
08E,42,441
08E,32,48
08E,72,42
08E,120,34
08E,3,89
08E,126,19
08E,30,122
08E,144,6
08E,64,10
08G,168,551
08G,180,10
08G,100,815
08G,200,38
08G,20,125
08G,46,6
08G,25,9
08G,2,153
08G,50,19
08G,32,57
08G,63,13
08G,3,220
08G,120,26
08G,26,2
08G,17,11
08G,23,6
08G,105,5
08Y,56,107414
08Y,60,806
08Y,8,74
08Y,280,9
08Y,224,43
08Y,300,35
08Y,36,37
08Y,216,5
08Y,120,85
08Y,16,57
08Y,72,39
08Y,75,4
08Y,12,33
08Y,15,44
08Y,58,18
08Y,6,3
08Y,64,7
09A,84,32390
09A,14,4950
09A,30,238
09A,3,226
09A,21,558
09A,252,100
09A,5,138
09A,58,20
09A,120,56
09A,90,218
09A,180,45
09A,135,4
09A,16,67
09A,10,71
09A,24,27
09A,22,14
09A,35,9
09A,50,8
09A,46,4
09A,44,1
09A,86,4
07N,28,65434
07N,14,6231
07N,112,4992
07N,4,1287
07N,12,47
07N,16,176
07N,17,29
07N,18,53
07N,21,702
07N,26,8
07N,36,33
07N,40,122
07N,72,31
07N,76,4
07N,120,103
07N,152,19
07N,88,21
07N,66,2
07N,200,60
07N,268,4
07N,9,117
07N,32,74
07N,68,14
07N,80,12
07N,13,6
07N,15,14
07Q,168,1606
07Q,7,22473
07Q,58,21
07Q,260,2
07Q,200,98
07Q,4,149
07Q,24,61
07Q,35,28
07Q,40,47
07Q,118,3
07Q,48,11
07Q,126,24
07Q,2,23
07Q,290,5
07Q,31,4
07Q,1,38
07Q,17,1
07V,7,268830
07V,56,415493
07V,112,6411
07V,84,40486
07V,51,4
07V,90,372
07V,32,51
07V,60,773
07V,42,299
07V,5,157
07V,3,167
07V,34,2
07V,74,12
07V,10,55
07V,352,1
07V,140,17
07V,54,2
08A,7,121400
08A,28,142915
08A,56,224350
08A,84,42142
08A,112,3073
08A,168,788
08A,13,5
08A,60,1004
08A,72,37
08A,564,1
08A,40,47
08A,3,170
08A,21,592
08A,100,964
08A,300,11
08A,24,102
08A,32,32
08A,9,45
08A,120,23
08A,36,8
08J,7,146295
08J,14,4387
08J,336,5
08J,3,34
08J,12,12
08J,224,22
08J,126,9
08J,2,19
08J,180,17
08K,168,1730
08K,11,274
08K,80,15
08K,252,60
08K,60,331
08K,182,8
08K,200,67
08K,12,34
08K,38,5
08K,30,71
08K,8,92
08K,5,153
08K,98,3
08K,1,319
08K,76,4
08L,28,124952
08L,168,1227
08L,128,10
08L,45,9
08L,16,127
08L,12,57
08L,180,33
08L,120,41
08L,196,12
08L,37,1
08L,24,78
08L,3,94
08L,5,30
08L,63,12
08L,72,13
08L,70,17
08P,30,500
08P,14,4071
08P,45,25
08P,84,7417
08P,3,320
08P,8,239
08P,40,105
08P,100,217
08P,200,41
08P,252,29
08P,120,24
08P,11,59
08P,66,1
08P,360,6
08P,88,4
08P,31,4
08P,10,30
08P,224,30
08P,13,1
08P,196,7
08P,126,14
08Q,28,43561
08Q,56,198784
08Q,19,4
08Q,84,55858
08Q,126,32
08Q,17,53
08Q,98,3
08Q,52,6
08Q,90,315
08Q,252,58
08Q,1,508
08Q,140,52
08Q,62,7
08R,28,98383
08R,84,27296
08R,126,13
08R,30,61
08R,11,136
08R,16,34
08R,21,324
08R,100,616
08R,140,23
08R,196,12
08R,180,28
08R,49,5
08R,35,10
08R,197,2
08R,20,46
08R,8,24
08R,120,27
08T,28,181949
08T,84,10771
08T,90,100
08T,62,5
08T,70,16
08T,40,31
08T,30,449
08T,200,47
08T,25,1
08T,140,21
08T,38,3
08T,12,15
08T,9,8
08X,28,83120
08X,14,12743
08X,11,86
08X,21,894
08X,196,13
08X,5,257
08X,3,547
08X,48,25
08X,30,151
08X,8,82
08X,20,9
11E,84,8985
11E,16,89
11E,168,622
11E,200,38
11E,14,6587
11E,5,115
11E,46,3
11E,184,2
11E,20,28
11E,3,566
11E,72,3
11E,30,209
11E,1,407
11E,24,30
11E,8,22
11E,23,10
11M,7,396684
11M,28,841050
11M,14,12898
11M,4,2005
11M,42,767
11M,196,11
11M,30,573
11M,12,122
11M,6,75
11M,11,73
11M,16,236
11M,50,37
11M,140,79
11M,200,44
11M,1,2650
11M,8,224
11M,2,182
11M,80,19
11M,180,13
11M,29,31
11M,568,4
11M,72,22
11M,44,27
11M,47,2
11M,19,15
11M,164,6
11M,46,7
12D,28,329025
12D,56,124619
12D,84,16015
12D,44,11
12D,100,453
12D,30,583
12D,37,5
12D,3,371
12D,4,361
12D,90,1133
12D,34,1
12D,196,6
12D,270,6
12D,80,13
12D,93,1
12D,48,4
12D,252,25
12D,63,10
12D,15,7
12D,52,6
99N,56,380491
99N,14,6352
99N,7,138243
99N,112,7908
99N,168,1493
99N,60,596
99N,120,30
99N,35,123
99N,10,372
99N,70,61
99N,16,152
99N,100,493
99N,26,27
99N,50,39
99N,47,27
99N,32,187
99N,66,5
99N,5,120
99N,33,34
99N,15,50
99N,48,87
99N,59,6
99N,6,37
99N,80,21
99N,136,4
99N,3,245
99N,64,17
99N,200,54
99N,51,18
99N,23,47
11X,112,9429
11X,14,9478
11X,7,36244
11X,252,49
11X,256,13
11X,8,196
11X,5,86
11X,10,111
11X,12,197
11X,4,191
11X,25,17
11X,46,10
11X,24,107
11X,6,33
11X,126,27
11X,13,14
11X,180,33
11X,39,8
11X,11,32
11X,45,12
15C,140,133
15C,168,4188
15C,90,621
15C,2,941
15C,4,3217
15C,42,795
15C,120,135
15C,124,1
15C,11,309
15C,224,151
15C,17,108
15C,26,69
15C,24,201
15C,104,13
15C,400,7
15C,29,3
15C,6,83
15C,38,23
15C,62,12
15C,47,11
15C,210,17
15C,18,123
15C,49,39
15C,184,13
15C,125,1
15C,500,11
11N,28,1420739
11N,14,15506
11N,30,982
11N,168,980
11N,11,24
11N,40,135
11N,140,129
11N,1,412
11N,42,1552
11N,2,161
11N,36,163
11N,164,1
11N,44,39
11N,336,6
11N,3,553
11N,10,230
11N,5,99
11N,18,51
11N,48,68
11N,120,50
11N,50,57
11N,26,14
11N,76,14
11N,108,2
11N,45,18
11N,96,7
11N,240,3
15N,168,4578
15N,100,1863
15N,5,443
15N,80,51
15N,142,4
15N,24,536
15N,256,1
15N,39,14
15N,12,747
15N,200,213
15N,1,1665
15N,8,434
15N,29,90
15N,38,33
15N,49,50
15N,54,37
15N,280,20
15N,85,5
15N,25,86
15N,196,51
15N,2,979
15N,336,26
15N,58,100
15N,34,20
15N,91,3
15N,98,48
15N,13,60
15N,64,40
15N,270,3
15N,96,47
09C,28,226751
09C,56,79493
09C,84,2096
09C,112,1570
09C,168,253
09C,19,12
09C,11,14
09C,60,260
09C,49,7
09C,176,5
09C,36,23
09C,140,21
09C,98,2
09C,5,56
09E,28,257187
09E,224,30
09E,252,38
09E,14,1387
09E,13,17
09E,16,115
09E,24,65
09E,40,66
09E,30,186
09E,21,95
09E,45,1
09E,12,51
09E,4,61
09E,80,6
09E,6,16
09E,32,20
09E,240,6
09J,168,824
09J,7,177300
09J,28,178546
09J,90,83
09J,60,871
09J,1,365
09J,100,849
09J,200,63
09J,180,40
09J,36,5
09J,93,2
09J,10,34
09J,40,40
09J,8,13
09J,20,21
09J,35,61
09J,55,4
09W,58,14
09W,49,12
09W,4,245
09W,48,25
09W,180,26
09W,96,13
09W,70,26
09W,8,67
09W,200,68
09W,224,36
09W,10,51
09W,2,12
09W,50,31
09W,51,3
09W,12,31
09W,68,1
09W,300,6
09W,35,41
09W,72,24
09W,18,12
10A,7,11647
10A,100,425
10A,200,20
10A,15,15
10A,21,123
10A,252,21
10A,300,24
10A,41,3
10A,49,7
10A,24,61
10A,196,7
10A,280,6
10A,5,24
10D,7,25079
10D,168,373
10D,120,33
10D,66,6
10D,12,53
10D,16,40
10D,140,29
10D,3,76
10D,5,18
10D,15,8
10D,42,71
10D,6,7
10E,56,89402
10E,14,2451
10E,50,12
10E,8,139
10E,60,150
10E,30,95
10E,90,57
10E,36,61
10E,16,66
10E,10,24
10E,32,29
10E,156,5
10E,364,2
10E,1,16
10E,38,1
10E,120,11
99J,14,12975
99J,60,587
99J,16,407
99J,8,674
99J,4,1460
99J,26,33
99J,34,16
99J,140,60
99J,27,4
99J,270,5
99J,32,28
99J,40,94
99J,500,2
99J,18,11
99J,128,2
09D,28,105584
09D,14,5109
09D,29,14
09D,55,2
09D,31,1
09D,21,800
09D,44,25
09D,60,389
09D,34,3
09D,9,59
09D,200,73
09D,5,192
09D,140,57
09D,64,14
09D,35,23
09D,11,31
09D,70,38
09F,28,305714
09F,14,2669
09F,7,38457
09F,100,809
09F,16,76
09F,196,6
09F,224,61
09F,4,263
09F,50,17
09F,6,23
09F,15,26
09F,5,32
09F,48,13
09F,70,31
09F,12,46
09F,10,56
09F,8,65
09F,120,33
09F,22,4
09F,58,4
09G,28,676754
09G,42,641
09G,60,513
09G,21,676
09G,11,54
09G,100,877
09G,20,80
09G,98,26
09G,180,34
09G,1,897
09G,224,97
09G,6,82
09G,90,87
09G,196,13
09G,140,105
09G,256,2
09G,68,5
09G,144,7
09G,25,37
09G,40,44
09G,32,64
09G,300,15
09G,150,15
09G,37,5
09G,160,4
09G,18,20
09H,56,83369
09H,16,77
09H,20,61
09H,57,5
09H,90,100
09H,168,617
09H,10,36
09H,72,12
09H,100,720
09H,21,181
09H,300,6
09H,70,16
09H,200,31
09H,29,11
09H,224,12
09L,56,215766
09L,42,124
09L,14,1826
09L,10,80
09L,150,5
09L,180,39
09L,200,83
09L,72,17
09L,252,38
09L,5,28
09L,32,35
09L,9,10
09L,49,7
09L,2,21
09L,164,8
09L,12,8
09L,3,54
09L,6,61
09L,24,10
09L,40,23
09N,28,195141
09N,168,844
09N,30,177
09N,32,19
09N,90,112
09N,200,92
09N,16,107
09N,3,49
09N,24,54
09N,26,6
09N,20,71
09P,42,440
09P,224,18
09P,4,273
09P,18,11
09P,252,36
09P,8,55
09P,12,90
09P,196,11
09P,70,33
09P,2,29
09P,500,6
09P,200,30
09P,37,2
09P,24,40
09P,45,20
09P,31,5
09P,50,60
09X,112,5401
09X,168,1855
09X,200,83
09X,16,145
09X,24,89
09X,140,60
09X,3,235
09X,10,30
09X,60,266
09X,1,97
09X,9,6
09X,32,78
09X,45,16
09X,40,27
09X,164,5
09X,98,14
09X,38,11
09X,300,9
09Y,56,361004
09Y,7,78585
09Y,140,44
09Y,224,62
09Y,90,381
09Y,4,218
09Y,252,188
09Y,144,5
09Y,10,177
09Y,21,255
09Y,8,189
09Y,2,298
09Y,48,38
09Y,108,13
09Y,35,48
09Y,63,19
09Y,18,23
09Y,15,16
09Y,11,63
09Y,45,12
09Y,9,18
09Y,20,145
09Y,80,10
09Y,43,8
09Y,49,19
09Y,180,43
09Y,76,13
09Y,41,6
09Y,256,2
09Y,70,25
09Y,280,9
10C,14,1209
10C,56,60221
10C,50,2
10C,16,12
10C,35,4
10C,150,7
10C,280,7
10C,40,5
10C,336,3
99H,14,3285
99H,28,206240
99H,84,22240
99H,112,5741
99H,90,211
99H,21,252
99H,32,40
99H,16,24
99H,42,228
99H,70,26
99H,5,42
99H,30,136
99H,1,145
99H,200,106
99H,22,18
99H,37,5
99H,15,11
99H,8,21
99H,140,25
99K,112,2684
99K,42,192
99K,20,29
99K,70,25
99K,32,29
99K,4,369
99K,65,6
99K,49,16
99K,12,98
99K,35,22
99K,8,74
99K,36,9
99K,18,74
99K,88,5
99K,58,4
99K,25,7
99K,40,41
99K,48,24
10Q,28,855797
10Q,112,6287
10Q,42,857
10Q,140,116
10Q,96,30
10Q,4,1587
10Q,21,1556
10Q,100,2331
10Q,50,86
10Q,180,44
10Q,300,41
10Q,70,21
10Q,126,71
10Q,420,5
10Q,15,56
10Q,280,13
10Q,224,98
10Q,26,7
10Q,49,56
10Q,74,5
10Q,27,2
10Q,25,40
10Q,92,24
10Q,63,8
10Q,152,4
10Q,336,57
14Y,84,12639
14Y,25,48
14Y,30,302
14Y,1,439
14Y,21,378
14Y,10,76
14Y,33,4
14Y,44,20
14Y,6,31
14Y,2,191
14Y,35,39
14Y,500,2
14Y,220,8
14Y,77,7
15A,84,16073
15A,42,742
15A,44,20
15A,112,6207
15A,1,72
15A,20,220
15A,66,7
15A,48,51
15A,5,193
15A,32,160
15A,22,4
15A,280,13
15A,45,14
15A,64,11
15A,31,28
15A,80,10
15A,160,6
15A,15,69
15A,63,6
15D,14,6167
15D,168,1054
15D,7,136624
15D,100,3655
15D,270,6
15D,60,1241
15D,8,550
15D,10,137
15D,48,24
15D,36,56
15D,174,1
15D,74,1
15D,180,52
15D,19,7
15D,5,281
15D,4,1039
15D,140,42
15D,150,10
15D,31,16
15D,38,5
10J,60,437
10J,14,2739
10J,24,21
10J,20,64
10J,200,119
10J,8,35
10J,126,5
10J,9,7
10J,224,51
10J,120,63
10J,2,382
10J,70,8
10J,5,39
10J,49,3
10J,15,5
10J,25,16
10J,12,13
10J,108,3
10J,210,4
10J,32,6
10J,80,5
10J,46,1
10J,1,41
10K,14,2357
10K,168,1474
10K,280,14
10K,100,404
10K,140,27
10K,70,25
10K,252,49
10K,49,7
10K,16,13
10K,21,135
10K,53,2
10K,22,8
10K,164,10
10K,52,8
10L,28,266126
10L,84,9536
10L,14,2595
10L,8,421
10L,12,214
10L,10,66
10L,42,178
10L,21,110
10L,90,67
10L,38,5
10L,140,46
10L,35,28
10L,15,11
10L,100,84
10L,60,172
10L,23,3
10L,6,16
10L,29,21
10L,224,14
10L,25,12
10R,7,104809
10R,28,84900
10R,252,147
10R,240,8
10R,10,95
10R,336,32
10R,21,508
10R,55,13
10R,126,26
10R,27,3
10R,270,10
10R,64,14
10R,26,1
10R,43,1
10R,15,5
10R,48,8
10R,3,21
10R,35,16
10V,28,214808
10V,11,132
10V,6,16
10V,33,5
10V,25,6
10V,180,66
10V,49,16
10V,8,35
10V,40,33
10V,52,12
10V,19,8
10V,196,6
10V,5,22
10V,54,3
10V,4,76
10X,14,2586
10X,56,234834
10X,7,16904
10X,64,14
10X,21,346
10X,90,193
10X,200,55
10X,30,299
10X,300,24
10X,9,15
10X,224,68
10X,120,49
10X,140,49
10X,144,6
10X,36,40
10X,196,11
10X,16,34
10X,40,31
10X,252,43
10X,70,23
10X,20,23
11A,56,473837
11A,84,76820
11A,7,69201
11A,14,5464
11A,49,16
11A,30,493
11A,100,1688
11A,80,16
11A,126,48
11A,90,273
11A,60,839
11A,48,25
11A,64,19
11A,21,509
11A,224,117
11A,32,32
11A,364,4
11A,63,11
11A,10,87
11A,20,47
11A,70,20
11A,140,110
11A,45,12
11A,34,5
11A,300,31
11A,9,29
11A,19,19
11A,46,8
11A,22,11
11A,37,6
11A,93,1
11J,28,1323569
11J,30,727
11J,10,169
11J,100,1587
11J,180,62
11J,14,8516
11J,29,61
11J,52,8
11J,26,24
11J,35,142
11J,58,59
11J,72,35
11J,40,133
11J,31,32
11J,50,55
11J,140,121
11J,2,193
11J,126,37
11J,36,98
11J,85,1
11J,25,22
11J,190,9
11J,44,19
11J,128,6
11J,186,1
11J,49,15
11J,54,8
11J,76,7
99M,56,226059
99M,30,198
99M,100,882
99M,4,210
99M,50,30
99M,60,410
99M,22,10
99M,63,7
99M,136,7
99M,32,31
99M,25,12
99M,200,73
99M,24,44
99M,49,11
99M,16,53
99M,12,14
99M,64,16
99M,300,10
99M,36,33
99M,46,7
01C,90,43
01R,150,4
01R,5,24
01R,13,6
02D,90,10
02D,25,16
02D,32,4
02D,26,1
02E,57,10
02E,82,5
02E,19,7
02E,64,9
02E,63,6
02E,37,8
02F,19,9
12F,13,17
12F,49,26
00C,50,8
00C,17,3
00D,120,53
00D,52,1
00J,19,14
00J,47,3
00K,52,13
00K,86,12
00K,57,2
00K,18,37
00K,240,4
00K,34,9
00K,130,4
00M,50,11
00T,300,11
00T,33,4
00T,38,11
00T,170,3
00V,23,4
00V,18,9
00V,32,34
00V,25,3
00Y,23,13
00Y,47,4
00Y,50,2
00Y,66,2
01D,15,23
01G,300,6
01G,96,2
01G,88,11
01W,108,4
01W,120,10
01W,39,3
01Y,46,4
02A,364,5
02A,23,10
02A,91,1
02H,224,23
02H,77,3
02H,105,1
02H,75,4
02H,11,11
02H,5,38
14L,108,4
14L,88,6
14L,270,12
14L,300,17
14L,280,5
14L,79,1
14L,80,8
00Q,98,3
00R,26,1
00R,2,48
00R,6,22
00X,38,9
00X,22,11
00X,41,3
00X,34,3
00X,50,13
01A,13,22
01E,25,9
01E,49,7
01E,51,3
01E,9,19
01E,135,4
01K,37,5
01K,45,9
01K,156,7
01K,54,2
01K,114,2
01K,23,26
01K,39,3
01K,62,1
01K,19,20
01K,76,6
01K,41,9
02G,43,2
01F,36,14
01F,300,2
01F,46,3
01J,9,14
01J,24,11
01T,19,5
01T,26,2
01V,65,1
01V,11,12
01V,180,3
01V,122,1
01V,23,9
01V,76,5
01X,420,4
99A,52,12
99A,22,23
99A,164,7
99A,49,7
00L,150,6
00L,128,6
00L,45,13
00L,98,10
00L,144,10
00N,9,8
00N,80,11
00N,63,5
00N,70,33
00N,6,10
01H,132,5
01H,54,5
01H,29,18
01H,360,2
13T,240,5
13T,47,4
13T,61,10
99C,26,7
99C,69,2
99C,104,1
02Y,104,12
02Y,37,2
02Y,47,3
02Y,49,7
02Y,72,11
03D,3,8
03D,210,1
03E,40,11
03E,120,9
03E,126,4
03E,23,7
03E,52,2
03F,120,33
03F,49,3
03F,45,2
03H,120,28
03H,300,8
03H,35,29
03H,128,2
03H,36,3
03H,34,3
03H,32,15
03K,336,2
03Q,58,13
03Q,200,20
03Q,25,10
03Q,196,6
03Q,51,4
02P,86,3
02P,17,2
02P,49,3
02Q,25,2
02Q,2100,1
02X,55,6
02X,196,6
02X,180,4
02X,204,3
03L,9,9
03N,25,21
03N,104,10
02N,9,8
02N,126,13
02N,48,11
02R,6,46
02R,52,3
02R,79,3
02T,50,7
02T,23,7
02W,23,2
02W,252,6
03A,150,17
03A,78,4
03A,72,7
03A,250,5
03A,18,8
03A,55,2
03J,23,5
03J,113,2
03R,11,17
03R,47,5
03R,46,19
03R,140,16
03R,89,1
03R,77,10
03R,22,10
03R,86,11
03R,13,8
03R,45,20
15F,288,5
15F,270,9
15F,17,35
15F,178,4
15F,71,2
05A,300,5
05A,41,14
05F,22,1
05F,126,8
05F,43,2
05F,140,31
05H,29,12
05H,26,13
05H,32,7
05J,44,2
05J,33,1
05J,23,3
05R,17,12
05R,336,4
05R,96,1
05R,32,4
05T,180,16
05T,38,12
05T,24,41
05T,19,4
06D,224,28
06D,58,6
06D,80,6
05C,107,1
05L,5,45
05L,75,5
05L,37,3
05L,11,8
05L,336,6
05L,400,1
05Y,184,10
05Y,63,12
05Y,17,11
06A,86,4
06A,41,8
15E,75,9
15E,53,14
15E,71,3
15E,85,7
15E,152,8
04E,34,3
04E,62,1
04H,64,11
04K,66,2
04K,336,5
04K,51,3
04K,18,9
04L,3,32
04L,13,4
04L,52,4
04M,5,10
04M,200,12
04M,63,4
04M,80,2
04M,86,4
04M,33,2
04M,46,8
04M,126,9
04N,10,18
15M,61,4
15M,153,1
15M,132,7
15M,65,3
06H,51,8
06H,180,35
06H,300,10
06H,225,2
06H,59,1
06L,196,17
06L,336,2
06M,76,1
06V,63,1
06V,80,7
06W,24,24
06W,27,11
06Y,200,7
06Y,18,10
07J,23,8
07J,22,5
06Q,34,14
06Q,53,4
06Q,2100,1
06T,224,12
07G,13,4
07G,10,18
07G,240,5
07H,45,5
07H,33,3
07H,110,3
07H,210,4
99E,48,18
99E,52,1
99E,45,3
99F,79,2
99F,66,6
99F,45,6
99F,71,1
99F,96,7
99F,108,4
99G,79,1
99G,114,3
99G,63,2
03V,5,8
04F,1,38
04F,38,4
04G,13,25
04G,87,6
06F,18,17
06F,150,12
06F,270,3
06F,132,2
06K,45,15
06K,500,3
06N,848,1
06N,59,2
03T,180,6
03T,50,2
03T,18,6
03T,140,11
03W,41,3
03W,63,3
04C,11,11
04C,150,4
04C,64,6
04C,23,9
04C,17,4
04C,22,3
04C,51,5
04C,29,35
04C,37,5
04D,9,8
